name,city,iata,latitude,longitude
Petropavlosk South Airport,Petropavlosk,PPK,54.7747,69.1839
Les Bases Airport,Grand Bourg,GBJ,15.86875,-61.270022
St-François Airport,St-François,SFC,16.2578,-61.2625
Codrington Airport,Codrington,BBQ,17.6358,-61.8286
Ji-Paraná Airport,Ji-Paraná,JPR,-10.8708,-61.8465
Escuela Mariscal Sucre Airport,Maracay,MYC,10.249978,-67.649419
Maria Reiche Neuman Airport,Nazca,NZA,-14.854192,-74.961811
Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,CJA,-7.139183,-78.4894
Gatokae Airport,Gatokae,GTA,-8.75,158.2
Boorama Airport,Boorama,BXX,9.933,43.15
Mucuri Airport,Mucuri,MVS,-18.0489,-39.8642
Zorg en Hoop Airport,Paramaribo,ORG,5.81108,-55.1907
Reyes Airport,Reyes,REY,-14.3044,-67.3534
Puerto Rico Airport,Puerto Rico/Manuripi,PUR,-11.1077,-67.5512
El Alcaraván Airport,Yopal,EYP,5.319114,-72.383975
General Rivadeneira Airport,Esmeraldas,ESM,0.978519,-79.6266
Pucón Airport,Pucon,ZPC,-39.2928,-71.9159
Toledo Airport,Toledo,TOW,-24.6863,-53.6975
Santa Maria Airport,Santa Maria,RIA,-29.711358,-53.688153
Chapada Diamantina Airport,Lençóis,LEC,-12.4823,-41.277
Goulburn Airport,Goulburn,GUL,-34.8103,149.726
Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,JDO,-7.218958,-39.2701
Santa Teresita Airport,Santa Teresita,SST,-36.542317,-56.721756
Gobernador Gregores Airport,Gobernador Gregores,GGS,-48.7831,-70.15
Antoine De St Exupery Airport,San Antonio Oeste,OES,-40.7512,-65.0343
Las Heras Airport,Las Heras,LHS,-46.533056,-68.951111
General Enrique Mosconi Airport,Tartagal,TTG,-22.619167,-63.793189
Masbate Airport,Masbate,MBT,12.3694,123.629
Catarman National Airport,Catarman,CRM,12.502417,124.635778
Jolo Airport,Jolo,JOL,6.05367,121.011
Camiguin Airport,Camiguin,CGM,9.25352,124.707
Cuyo Airport,Cuyo,CYU,10.8581,121.069
Cheongju International Airport,Chongju,CJJ,36.7166,127.499119
Sacheon Air Base,Sacheon,HIN,35.088543,128.07037
Wonju Airport,Wonju,WJU,37.438081,127.960383
Mokpo Airport,Mokpo,MPK,34.758906,126.379872
Kunsan Air Base,Kunsan,KUV,35.903756,126.615906
Miyakejima Airport,Miyakejima,MYE,34.0736,139.56
Shonai Airport,Shonai,SYO,38.812222,139.787222
Odate Noshiro Airport,Odate Noshiro,ONJ,40.1919,140.371
Fukushima Airport,Fukushima,FKS,37.2274,140.431
Iwami Airport,Iwami,IWJ,34.6764,131.79
Nagoya Airport,Nagoya,NKM,35.255,136.924
Saga Airport,Saga,HSG,33.1497,130.302
Okadama Airport,Sapporo,OKD,43.1161,141.38
Kushiro Airport,Kushiro,KUH,43.041,144.193
Matsu Beigan Airport,Matsu Islands,MFK,26.224153,120.00275
Hengchun Airport,Hengchun,HCN,22.041075,120.730208
Matsu Nangan Airport,Matsu Islands,LZN,26.1598,119.958
Eniwetok Airport,Eniwetok Atoll,ENT,11.34075,162.327861
Kalaupapa Airport,Molokai,LUP,21.211,-156.974
El Nido Airport,El Nido,ENI,11.202,119.417
Wipim Airport,Wipim,WPM,-8.78822,142.882
Baimuru Airport,Baimuru,VMU,-7.49686,144.82
Nuku Airport,Nuku,UKU,-3.667,142.483
Tufi Airport,Tufi,TFI,-9.07595,149.32
Suki Airport,Suki,SKC,-8.033,141.717
Balimo Airport,Balimo,OPU,-8.05,142.933
Obo Airport,Obo,OBX,-7.583,141.317
Losuia Airport,Losuia,LSA,-8.50582,151.081
Londolovit Airport,Londolovit,LNV,-3.04361,152.629
Lake Murray Airport,Lake Murray,LMY,-7.00992,141.494
Kamusi Airport,Kamusi,KUY,-7.42035,143.122
Kokoda Airport,Kokoda,KKD,-8.88468,147.731
Kandrian Airport,Kandrian,KDR,-6.183,149.533
Jacquinot Bay Airport,Jacquinot Bay,JAQ,-5.6525,151.507
Nissan Island Airport,Nissan Island,IIS,-4.49972,154.226
Ihu Airport,Ihu,IHU,-7.89756,145.396
Gasmata Island Airport,Gasmata Island,GMI,-6.27111,150.331
Tadji Airport,Aitape,ATP,-3.18985,142.43
Wrangell Airport,Wrangell,WRG,56.4843,-132.37
Chevak Airport,Chevak,VAK,61.5338,-165.584
Aniak Airport,Aniak,ANI,61.5816,-159.543
Mountain Village Airport,Mountain Village,MOU,62.0954,-163.682
McGrath Airport,Mcgrath,MCG,62.9529,-155.606
Kalskag Airport,Kalskag,KLG,61.5363,-160.341
Haines Airport,Haines,HNS,59.2438,-135.524
Holy Cross Airport,Holy Cross,HCR,62.1883,-159.775
Skagway Airport,Skagway,SGY,59.4601,-135.316
Gustavus Airport,Gustavus,GST,58.4253,-135.707
Adak Airport,Adak Island,ADK,51.878,-176.646
Sambu Airport,Boca de Sábalo,SAX,8.017,-78.2
Contadora Airport,Contadora Island,OTD,8.62876,-79.0347
EL Real Airport,El Real,ELE,8.133,-77.7
Bahia Piña Airport,Bahia Piña,BFQ,7.583,-78.2
Sayun International Airport,Sayun Intl,GXF,15.966111,48.7883
Kamishly Airport,Kamishly,KAC,37.020625,41.191394
Sulaymaniyah International Airport,Sulaymaniyah,ISU,35.5608,45.3147
Turbat International Airport,Turbat,TUK,25.986369,63.030167
Sehwan Sharif Airport,Sehwan Sharif,SYW,26.4731,67.7172
Skardu Airport,Skardu,KDU,35.335508,75.536047
Parachinar Airport,Parachinar,PAJ,33.9021,70.0716
Ormara Airport,Ormara Raik,ORW,25.2747,64.586
Khuzdar Airport,Khuzdar,KDD,27.7906,66.6473
Hyderabad Airport,Hyderabad,HDD,25.3181,68.3661
Jiwani Airport,Jiwani,JIW,25.0678,61.8054
Dera Ismael Khan Airport,Dera Ismael Khan,DSK,31.909422,70.896639
Dera Ghazi Khan Airport,Dera Ghazi Khan,DEA,29.961011,70.485925
Dalbandin Airport,Dalbandin,DBA,28.8783,64.3998
Chitral Airport,Chitral,CJL,35.886592,71.800578
Bahawalpur Airport,Bahawalpur,BHV,29.3481,71.717981
Bannu Airport,Bannu,BNP,32.9729,70.5279
Al Ain International Airport,Al Ain,AAN,24.261667,55.609167
Uromiyeh Airport,Uromiyeh,OMH,37.6681,45.0687
Ardabil Airport,Ardabil,ADU,38.325678,48.424356
Lar Airport,Lar,LRR,27.674725,54.383278
Sari Dasht E Naz Airport,Dasht-e-naz,SRY,36.635833,53.193611
Noshahr Airport,Noshahr,NSH,36.663333,51.464722
Sabzevar National Airport,Sabzevar,AFZ,36.168083,57.595183
Bojnourd Airport,Bojnourd,BJB,37.492958,57.308219
Rafsanjan Airport,Rafsanjan,RJN,30.297714,56.051139
Bam Airport,Bam,BXR,29.084169,58.450042
Khoram Abad Airport,Khorram Abad,KHD,33.435378,48.282889
Wadi Al Dawasir Airport,Wadi-al-dawasir,EWD,20.504275,45.199556
Al-Jawf Domestic Airport,Al-Jawf,AJF,29.785133,40.100006
Dawadmi Domestic Airport,Dawadmi,DWD,24.5,44.4
Saul Airport,Saul,XAU,3.61361,-53.2042
Faizabad Airport,Faizabad,FBD,37.1211,70.5181
Île des Pins Airport,Île des Pins,ILP,-22.5889,167.456
Belep Islands Airport,Waala,BMY,-19.7206,163.661
Tiga Airport,Tiga,TGJ,-21.0961,167.804
Ipota Airport,Ipota,IPA,-18.8783,169.308
Futuna Airport,Futuna Island,FTA,-19.5164,170.232
Dillon's Bay Airport,Dillon's Bay,DLY,-18.7694,169.001
Aniwa Airport,Aniwa,AWD,-19.24,169.605
Anelghowhat Airport,Anelghowhat,AUY,-20.2492,169.771
North West Santo Airport,Olpoi,OLZ,-14.8817,166.558
Southwest Bay Airport,Malekula Island,SWJ,-16.495,167.438
Valesdir Airport,Valesdir,VLS,-16.7961,168.177
Uléi Airport,Ambryn Island,ULB,-16.333,168.283
Tongoa Island Airport,Tongoa Island,TGH,-16.8911,168.551
Santo Pekoa International Airport,Santo,SON,-15.505033,167.219742
Redcliffe Airport,Redcliffe,RCL,-15.472,167.835
Gaua Island Airport,Gaua Island,ZGU,-14.2181,167.587
Norsup Airport,Norsup,NUS,-16.0797,167.401
Lonorore Airport,Lonorore,LNE,-15.8656,168.172
Naone Airport,Maewo Island,MWF,-15,168.083
Lamen Bay Airport,Lamen Bay,LNB,-16.5842,168.159
Lamap Airport,Lamap,LPM,-16.454,167.823
Tavie Airport,Paama Island,PBJ,-16.439,168.257
Sara Airport,Pentecost Island,SSR,-15.4708,168.152
Longana Airport,Longana,LOD,-15.3067,167.967
Craig Cove Airport,Craig Cove,CCV,-16.265,167.924
Sangafa Airport,Sangafa,EAE,-17.0903,168.343
Torres Airstrip,Loh/Linua,TOH,-13.328,166.638
Sola Airport,Sola,SLH,-13.8517,167.537
Mota Lava Airport,Ablow,MTV,-13.666,167.712
Ua Huka Airport,Ua Huka,UAH,-8.93611,-139.552
Ua Pou Airport,Ua Pou,UAP,-9.35167,-140.078
Hiva Oa-Atuona Airport,Hiva-oa,AUQ,-9.768794,-139.011256
Ahe Airport,Ahe,AHE,-14.4281,-146.257
Apataki Airport,Apataki,APK,-15.5736,-146.415
Maota Airport,Savaii Island,MXS,-13.733,-172.3
Mountain Airport,Mountain,MWP,28,85.333
Pointe Vele Airport,Futuna Island,FUT,-14.3114,-178.066
Niue International Airport,Alofi,IUE,-19.080028,-169.925639
Vanua Balavu Airport,Vanua Balavu,VBV,-17.269,-178.976
Kuini Lavenia Airport,Niuatoputapu,NTT,-15.9767,-173.755
Mata'aho Airport,"Angaha, Niuafo'ou Island",NFO,-15.5708,-175.633
Lifuka Island Airport,Lifuka,HPA,-19.777,-174.341
Kaufana Airport,Eua Island,EUA,-21.3783,-174.958
Savusavu Airport,Savusavu,SVU,-16.8028,179.341
Rotuma Airport,Rotuma,RTA,-12.4825,177.071
Koro Island Airport,Koro Island,KXF,-17.3458,179.422
Matei Airport,Matei,TVU,-16.6906,-179.877
Labasa Airport,Lambasa,LBS,-16.466749,179.33986
Lakeba Island Airport,Lakeba Island,LKB,-18.1992,-178.817
Ngau Airport,Ngau,NGI,-18.1156,179.34
Moala Airport,Moala,MFJ,-18.5667,179.951
Mana Island Airport,Mana Island,MNF,-17.6731,177.098
Vunisea Airport,Vunisea,KDV,-19.0581,178.157
Malolo Lailai Island Airport,Malolo Lailai Island,PTF,-17.7779,177.197
Cicia Airport,Cicia,ICI,-17.7433,-179.342
Penrhyn Island Airport,Penrhyn Island,PYE,-9.00667,-158.037
Mitiaro Island Airport,Mitiaro Island,MOI,-19.8425,-157.703
Mauke Airport,Mauke Island,MUK,-20.1361,-157.345
Manihiki Island Airport,Manihiki Island,MHX,-10.3767,-161.002
Mangaia Island Airport,Mangaia Island,MGS,-21.8956,-157.905
Atiu Island Airport,Atiu Island,AIU,-19.9678,-158.119
Nassau Paradise Island Airport,Nassau,PID,25.083,-77.3
Colonel Hill Airport,Colonel Hill,CRI,22.745561,-74.182353
New Bight Airport,Cat Island,CAT,24.315292,-75.452331
Arthurs Town Airport,Arthur's Town,ATC,24.629417,-75.673775
Congo Town Airport,Andros,COX,24.158933,-77.589758
Long Banga Airport,Long Banga,LBP,3.18495,115.454
Salina Cruz Naval Air Station,Salina Cruz,SCX,16.2126,-95.2016
Alberto Delgado Airport,Trinidad,TND,21.788461,-79.997203
Cayo Coco Airport,Cayo Coco,CCC,22.5132,-78.511
Port-de-Paix Airport,Port-de-Paix,PAX,19.9336,-72.8486
Jeremie Airport,Jeremie,JEE,18.6631,-74.1703
Playa Samara Airport,Playa Samara,PLD,10.25,-85.417
Tobias Bolanos International Airport,San Jose,SYQ,9.957053,-84.139797
Puerto Jimenez Airport,Puerto Jimenez,PJM,8.53333,-83.3
Islita Airport,Nandayure,PBP,9.85611,-85.3708
Cabo Velas Airport,Nicoya,TNO,10.3557,-85.852892
Barra del Colorado Airport,Pococi,BCL,10.768736,-83.585614
Aerotortuguero Airport,Roxana,TTQ,10.569,-83.5148
Captain Ramon Xatruch Airport,La Palma,PLP,8.40667,-78.1417
Jaqué Airport,Jaqué,JQE,7.51778,-78.1572
Enrique Adolfo Jimenez Airport,Colón,ONX,9.35664,-79.8674
Alonso Valderrama Airport,Chitré,CTD,7.98784,-80.4097
Lencero Airport,Jalapa,JAL,19.475083,-96.797506
Guerrero Negro Airport,Guerrero Negro,GUB,28.0261,-114.024
Ciudad Constitución Airport,Ciudad Constitución,CUA,25.0538,-111.615
Captain Rogelio Castillo National Airport,Celaya,CYW,20.545994,-100.88655
Mili Island Airport,Mili Island,MIJ,6.08333,171.733
Puerto Lempira Airport,Puerto Lempira,PEU,15.2622,-83.7812
Ahuas Airport,Ahuas,AHS,15.4722,-84.3522
Wotho Island Airport,Wotho Island,WTO,10.1733,166.003
Wotje Atoll Airport,Wotje Atoll,WTE,9.46667,170.233
Woja Airport,Majuro Atoll,WJA,7.083,171.133
Jaluit Airport,Jabor Jaluit Atoll,UIT,5.90924,169.637
Rongelap Island Airport,Rongelap Island,RNP,11.1572,166.887
Namorik Atoll Airport,Namorik Atoll,NDK,5.63167,168.125
Majkin Airport,Majkin,MJE,7.833,168.167
Mejit Atoll Airport,Mejit Atoll,MJB,10.2833,170.883
Maloelap Island Airport,Maloelap Island,MAV,8.70444,171.23
Likiep Airport,Likiep Island,LIK,9.82316,169.308
Kaben Airport,Kaben,KBT,8.90056,170.844
Jeh Airport,Ailinglapalap Atoll,JEJ,7.56535,168.962
Jabot Airport,Ailinglapalap Atoll,JAT,7.45235,168.552
Enyu Airfield,Bikini Atoll,BII,11.5225,165.565
Aur Island Airport,Aur Atoll,AUL,8.14528,171.173
Ailuk Airport,Ailuk Island,AIM,10.2168,169.983
Utirik Airport,Utirik Island,UTK,11.222,169.852
Quezaltenango Airport,Quezaltenango,AAZ,14.8656,-91.502
Puerto Barrios Airport,Puerto Barrios,PBR,15.730878,-88.583767
Dr Joaquin Balaguer International Airport,La Isabela,JBQ,18.5725,-69.9856
Samaná El Catey International Airport,Samana,AZS,19.267,-69.742
Salt Cay Airport,Salt Cay,SLX,21.333,-71.2
Middle Caicos Airport,Middle Caicos,MDS,21.833,-71.817
JAGS McCartney International Airport,Cockburn Town,GDT,21.4445,-71.1423
Žilina Airport,Žilina,ILZ,49.231528,18.6135
Ubari Airport,Ubari,QUB,26.5675,12.8231
Misratah Airport,Misratah,MRA,32.325,15.061
Samsun-Çarşamba Airport,Samsun,SZF,41.2545,36.5671
Balikesir Korfez Airport,Balikesir Korfez,EDO,39.5546,27.0138
Isparta Süleyman Demirel Airport,Isparta,ISE,37.8554,30.3684
Adiyaman Airport,Adiyaman,ADF,37.7314,38.4689
Agri Airport,Agri,AJI,39.6546,43.0271
Kahramanmaras Airport,Kahramanmaras,KCM,37.539,36.9534
Sanliurfa Airport,Sanliurfa,SFQ,37.094261,38.847103
Kars Airport,Kars,KSY,40.562222,43.115002
Usak Airport,Usak,USQ,38.681478,29.471675
Banja Luka International Airport,Banja Luka,BNX,44.941444,17.297501
Corvo Airport,Corvo,CVU,39.6715,-31.1136
Salerno Pontecagnano Airport,Salerno,QSR,40.6204,14.911294
Aosta Airport,Aosta,AOT,45.738456,7.368719
Sármellék International Airport,Sármellék,SOB,46.686389,17.159056
Győr-Pér International Airport,Győr,QGY,47.627097,17.808347
Pécs-Pogány Airport,Pécs-Pogány,PEV,45.990928,18.240983
Syros Airport,Syros Island,JSY,37.422792,24.950936
La Môle Airport,La Môle,LTT,43.2054,6.482
EuroAirport,Mulhouse,EAP,47.589583,7.529914
Tekapo,Lake Tekapo,,-44,170.28
Angers-Loire Airport,Angers/Marcé,ANE,47.5603,-0.312222
Île d'Yeu Airport,Île d'Yeu,IDY,46.718611,-2.391111
Logroño-Agoncillo Airport,Logroño-Agoncillo,RJL,42.4542,-2.32083
Ercan International Airport,Nicosia,ECN,35.1547,33.4961
Yakima Air Terminal McAllister Field,Yakima,YKM,46.5682,-120.544
Kiwayu (Mkononi) Airport,Kiwayu,KWY,-1.96056,41.2975
Worland Municipal Airport,Worland,WRL,43.9657,-107.951
Valdosta Regional Airport,Valdosta,VLD,30.7825,-83.2767
Victoria Regional Airport,Victoria,VCT,28.8526,-96.9185
Quincy Regional Baldwin Field,Quincy,UIN,39.9427,-91.1946
Tupelo Regional Airport,Tupelo,TUP,34.2681,-88.7699
Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,SMX,34.8989,-120.457
Salina Municipal Airport,Salina,SLN,38.791,-97.6522
Adirondack Regional Airport,Saranac Lake,SLK,44.3853,-74.2062
Sheridan County Airport,Sheridan,SHR,44.7692,-106.98
San Luis County Regional Airport,San Luis Obispo,SBP,35.2368,-120.642
Rutland State Airport,Rutland,RUT,43.5294,-72.9496
Rock Springs Sweetwater County Airport,Rock Springs,RKS,41.5942,-109.065
Rhinelander Oneida County Airport,Rhinelander,RHI,45.6312,-89.4675
Reading Regional Carl A Spaatz Field,Reading,RDG,40.3785,-75.9652
Pease International Tradeport,Portsmouth,PSM,43.0779,-70.8233
Pellston Regional Airport of Emmet County Airport,Pellston,PLN,45.5709,-84.7967
Pierre Regional Airport,Pierre,PIR,44.3827,-100.286
Pocatello Regional Airport,Pocatello,PIH,42.9098,-112.596
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,PIB,31.4671,-89.3371
Owensboro Daviess County Airport,Owensboro,OWB,37.7401,-87.1668
Southwest Oregon Regional Airport,North Bend,OTH,43.4171,-124.246
Northwest Alabama Regional Airport,Muscle Shoals,MSL,34.7453,-87.6102
Frank Wiley Field,Miles City,MLS,46.428,-105.886
Muskegon County Airport,Muskegon,MKG,43.1695,-86.2382
Lynchburg Regional Preston Glenn Field,Lynchburg,LYH,37.3267,-79.2004
Lewistown Municipal Airport,Lewistown,LWT,47.0493,-109.467
Lancaster Airport,Lancaster,LNS,40.1217,-76.2961
Klamath Falls Airport,Klamath Falls,LMT,42.1561,-121.733
Lebanon Municipal Airport,Lebanon,LEB,43.6261,-72.3042
North Platte Regional Airport Lee Bird Field,North Platte,LBF,41.1262,-100.684
Arnold Palmer Regional Airport,Latrobe,LBE,40.2759,-79.4048
Laramie Regional Airport,Laramie,LAR,41.3121,-105.675
Jamestown Regional Airport,Jamestown,JMS,46.9297,-98.6782
Kirksville Regional Airport,Kirksville,IRK,40.0935,-92.5449
Kili Airport,Kili Island,KIO,5.64452,169.12
Tri State Milton J Ferguson Field,Huntington,HTS,38.3667,-82.558
Memorial Field,Hot Springs,HOT,34.478,-93.0962
Central Nebraska Regional Airport,Grand Island,GRI,40.9675,-98.3096
Wokal Field Glasgow International Airport,Glasgow,GGW,48.2125,-106.615
Fayetteville Regional Grannis Field,Fayetteville,FAY,34.9912,-78.8803
New Bedford Regional Airport,New Bedford,EWB,41.6761,-70.9569
Elko Regional Airport,Elko,EKO,40.8249,-115.792
Chippewa Valley Regional Airport,Eau Claire,EAU,44.8658,-91.4843
DuBois Regional Airport,Du Bois,DUJ,41.1783,-78.8987
Dodge City Regional Airport,Dodge City,DDC,37.7634,-99.9656
Houghton County Memorial Airport,Hancock,CMX,47.1684,-88.4891
William R Fairchild International Airport,Port Angeles,CLM,48.1202,-123.5
Harrison Marion Regional Airport,Clarksburg,CKB,39.2966,-80.2281
Chippewa County International Airport,Sault Ste Marie,CIU,46.2508,-84.4724
Cape Girardeau Regional Airport,Cape Girardeau,CGI,37.2253,-89.5708
Del Norte County Airport,Crescent City,CEC,41.7802,-124.237
Southeast Iowa Regional Airport,Burlington,BRL,40.7832,-91.1255
Brunswick Golden Isles Airport,Brunswick,BQK,31.2588,-81.4665
Raleigh County Memorial Airport,Beckley,BKW,37.7873,-81.1242
Western Nebraska Regional Airport,Scottsbluff,BFF,41.874,-103.596
Bradford Regional Airport,Bradford,BFD,41.8031,-78.6401
Watertown Regional Airport,Watertown,ATY,44.914,-97.1547
Alpena County Regional Airport,Alpena,APN,45.0781,-83.5603
Walla Walla Regional Airport,Walla Walla,ALW,46.0949,-118.288
Waterloo Regional Airport,Waterloo,ALO,42.5571,-92.4003
Alamogordo White Sands Regional Airport,Alamogordo,ALM,32.8399,-105.991
Athens Ben Epps Airport,Athens,AHN,33.9486,-83.3263
Southwest Georgia Regional Airport,Albany,ABY,31.5355,-84.1945
Aberdeen Regional Airport,Aberdeen,ABR,45.4491,-98.4218
San Domino Island Heliport,Tremiti Islands,TQR,42.1025,15.488
Gheshm Airport,Gheshm,GSM,26.9487,56.2688
Diu Airport,Diu,DIU,20.7131,70.9211
Gulu Airport,Gulu,ULU,2.805556,32.271792
Arua Airport,Arua,RUA,3.05,30.917
Tabora Airport,Tabora,TBO,-5.07639,32.8333
Shinyanga Airport,Shinyanga,SHY,-3.667,33.417
Musoma Airport,Musoma,MUZ,-1.483,33.8
Kikwetu Airport,Lindi,LDI,-9.85111,39.7578
Kigoma Airport,Kigoma,TKQ,-4.883,29.633
Bukoba Airport,Bukoba,BKZ,-1.3,31.8
Port Sudan New International Airport,Port Sudan,PZU,19.4336,37.2341
Nyala Airport,Nyala,UYL,12.0535,24.9562
Atbara Airport,Atbara,ATB,17.7,33.967
La Abraq Airport,Al Bayda',LAQ,32.788673,21.964333
Mitiga Airport,Tripoli,MJI,32.8941,13.276
Gamal Abdel Nasser Airport,Tobruk,TOB,31.861,23.907
Gardabya Airport,Sirt,SRX,31.0635,16.595
Nanyuki Civil Airport,Nanyuki,NYK,-0.067,37.033
Malindi Airport,Malindi,MYD,-3.22931,40.1017
Lokichoggio Airport,Lokichoggio,LKG,4.204117,34.348186
Amboseli Airport,Amboseli National Park,ASV,-2.64505,37.2531
Asyut International Airport,Asyut,ATZ,27.046508,31.011983
El Arish International Airport,El Arish,AAC,31.073333,33.835833
Burao Airport,Burao,BUO,9.517,45.567
Galcaio Airport,Galcaio,GLK,6.78083,47.4547
Aden Adde International Airport,Mogadishu,MGQ,2.01444,45.3047
Bosaso Airport,Bosaso,BSA,11.2753,49.1494
Alula Airport,Alula,ALU,11.95,50.733
Tippi Airport,Tippi,TIE,7.117,35.383
Mizan Teferi Airport,Mizan Teferi,MTF,6.967,35.533
Kabri Dehar Airport,Kabri Dehar,ABK,6.734,44.253
Gore Airport,Gore,GOR,8.167,35.55
Gode Airport,Gode,GDE,5.935128,43.578567
Dembidollo Airport,Dembidollo,DEM,8.554,34.858
Combolcha Airport,Dessie,DSE,11.0825,39.7114
Beica Airport,Beica,BEI,9.38639,34.5219
Baco Airport,Baco,BCO,5.78287,36.562
Sao Filipe Airport,"Sao Filipe, Fogo Island",SFL,14.885,-24.48
Praia International Airport,"Praia, Santiago Island",RAI,14.9245,-23.4935
El Aroui Airport,El Aroui,NDR,34.9888,-3.02821
Hassan I Airport,El Aaiún,EUN,27.1517,-13.2192
Mogador Airport,Essadouira,ESU,31.3975,-9.681667
Dakhla Airport,Dakhla,VIL,23.7183,-15.932
Smara Airport,Smara,SMW,26.7318,-11.6847
Iginniarfik Heliport,Iginniarfik,QFI,68.7,-52.9667
Akunnaaq Heliport,Akunnaaq,QCU,68.75,-52.3333
Groennedal Heliport,Groennedal,JGR,61.2333,-48.1
Osvaldo Vieira International Airport,Bissau,OXB,11.89485,-15.653681
Kenema Airport,Kenema,KEN,7.89129,-11.1766
Bo Airport,Bo,KBS,7.9444,-11.761
Sherbro International Airport,Bonthe,BTE,7.53242,-12.5189
Ceuta Heliport,Ceuta,JCU,35.8969,-5.29908
Lauriston Airport,Carriacou Island,CRU,12.4761,-61.4728
La Gomera Airport,La Gomera,GMZ,28.0296,-17.2146
Papa Stour Airport,Papa Stour,PSV,60.3217,-1.69306
Outer Skerries Airport,Outer Skerries,OUK,60.417,-0.75
Foula Airport,Foula,FOA,60.121,-2.052
Gamba,Gamba,GAX,-2.71016,9.96062
Ilebo Airport,Ilebo,PFR,-4.333,20.583
Lodja Airport,Lodja,LJA,-3.417,23.45
Tshikapa Airport,Tshikapa,TSH,-6.43833,20.7947
Basankusu Airport,Basankusu,BSU,1.22472,19.7889
Basango Mboliasa Airport,Kiri,KRZ,-1.435,19.024
Nioki Airport,Nioki,NIO,-2.7175,17.6847
Inongo Airport,Inongo,INO,-1.94722,18.2858
Tshimpi Airport,Matadi,MAT,-5.79961,13.4404
Boma Airport,Boma,BOA,-5.854,13.064
Eros Airport,Windhoek,ERS,-22.6122,17.0804
Swakopmund Airport,Swakopmund,SWP,-22.6619,14.5681
Oranjemund Airport,Oranjemund,OMD,-28.5847,16.4467
Ondangwa Airport,Ondangwa,OND,-17.8782,15.9526
Luderitz Airport,Luderitz,LUD,-26.6874,15.2429
Club Makokola Airport,Club Makokola,CMK,-14.3069,35.1325
Sarh Airport,Sarh,SRH,9.14444,18.3744
Croisette Heliport,Cannes,JCA,43.536,7.03736
Chimoio Airport,Chimoio,VPY,-19.151267,33.428958
Tchibanga Airport,Tchibanga,TCH,-2.85,11.017
Mouilla Ville Airport,Mouila,MJL,-1.84514,11.0567
Koulamoutou Airport,Koulamoutou,KOU,-1.18461,12.4413
Namibe Airport,Mocamedes,MSZ,-15.261222,12.146756
Ondjiva Pereira Airport,Ondjiva,VPE,-17.043464,15.683822
Dundo Airport,Dundo,DUE,-7.40089,20.8185
Catumbela Airport,Catumbela,CBT,-12.4792,13.4869
Manja Airport,Manja,MJA,-21.417,44.317
Mandritsara Airport,Mandritsara,WMA,-15.817,48.833
Tsaratanana Airport,Tsaratanana,TTS,-16.75,47.617
Mampikony Airport,Mampikony,WMP,-16.049,47.622
Soalala Airport,Soalala,DWB,-16.083,45.367
Ambanja Airport,Ambanja,IVA,-13.65,48.467
Port Bergé Airport,Port Bergé,WPB,-15.583,47.617
Ambatondrazaka Airport,Ambatondrazaka,WAM,-17.8,48.433
Tsiroanomandidy Airport,Tsiroanomandidy,WTS,-18.75,46.05
Tambohorano Airport,Tambohorano,WTA,-17.4761,43.9728
Morafenobe Airport,Morafenobe,TVA,-17.85,44.917
Maintirano Airport,Maintirano,MXT,-18.05,44.033
Belo sur Tsiribihina Airport,Belo sur Tsiribihina,BMD,-19.6867,44.5419
Ankavandra Airport,Ankavandra,JVA,-18.8,45.283
Antsalova Airport,Antsalova,WAQ,-18.7,44.617
Iconi Airport,Moroni,YVA,-11.7108,43.2439
Solwesi Airport,Solwesi,SLI,-12.1737,26.3651
Chipata Airport,Chipata,CIP,-13.5583,32.5872
Loubomo Airport,Loubomo,DIS,-4.2,12.7
Limpopo Valley Airport,Tuli Lodge,TLD,-22.1892,29.1269
Shakawe Airport,Shakawe,SWX,-18.3739,21.8326
Orapa Airport,Orapa,ORP,-21.2667,25.3167
Ghanzi Airport,Ghanzi,GNZ,-21.6925,21.6581
Mmabatho International Airport,Mafeking,MBD,-25.798444,25.548028
Malamala Airport,Malamala,AAM,-24.818111,31.544584
Kruger Mpumalanga International Airport,Mpumalanga,MQP,-25.3832,31.1056
Rand Airport,Johannesburg,QRA,-26.242506,28.151169
Ventspils International Airport,Ventspils,VTS,57.357778,21.544167
Shire Inda Selassie Airport,Shire Indasilase,SHC,14.0781,38.2725
Shilavo Airport,Shilavo,HIL,6.08333,44.7667
Hemavan Airport,Hemavan,HMV,65.806111,15.082778
Storuman Airport,Mohed,SQO,64.960894,17.696583
Ängelholm-Helsingborg Airport,Ängelholm,AGH,56.2961,12.8471
Torsby Airport,Torsby,TYF,60.157622,12.991269
Karlstad Airport,Karlstad,KSD,59.4447,13.3374
Hagfors Airport,Hagfors,HFS,60.020064,13.578908
Östersund Airport,Östersund,OSD,63.1944,14.5003
Łódź Władysław Reymont Airport,Lodz,LCJ,51.721881,19.398133
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,BZG,53.0968,17.9777
Værøy Heliport,Værøy,VRY,67.6667,12.6833
